Dates,US,EE,BP,CD,SF,SK,NIB,AU,NZ,JY
02-Oct-00,1,1.139860937,0.682035193,1.5095,1.737,9.7375,9.1498,1.831166453,2.462447673,108.83
03-Oct-00,1,1.141943588,0.685119211,1.5039,1.7323,9.8038,9.1885,1.849796522,2.478929103,108.87
04-Oct-00,1,1.143379831,0.685072275,1.4941,1.7352,9.7759,9.1725,1.860465116,2.466699556,109.28
05-Oct-00,1,1.150615579,0.692568737,1.4975,1.7522,9.8018,9.239,1.887504719,2.496878901,109.11
06-Oct-00,1,1.151543068,0.691610761,1.5035,1.7501,9.8503,9.2461,1.873360809,2.491901321,108.81
09-Oct-00,1,1.15114539,0.690274039,1.5027,1.7516,9.8679,9.2596,1.86115764,2.430724356,108.85
10-Oct-00,1,1.147315282,0.68747422,1.5013,1.7435,9.8939,9.2412,1.871607711,2.469135802,107.75
11-Oct-00,1,1.151675688,0.683620454,1.5053,1.7426,9.8981,9.2972,1.876524676,2.469745616,107.77
12-Oct-00,1,1.158748552,0.679624847,1.5159,1.7435,9.9499,9.3164,1.884658877,2.515090543,107.7
13-Oct-00,1,1.168224299,0.68975031,1.5063,1.7683,9.9454,9.4046,1.892147588,2.508780733,107.83
16-Oct-00,1,1.17674747,0.690750846,1.5181,1.7749,10.0167,9.4311,1.91424196,2.53421186,108.05
17-Oct-00,1,1.170548987,0.689512515,1.5195,1.7684,9.9792,9.4306,1.919385797,2.536783359,108.02
18-Oct-00,1,1.192037192,0.692712663,1.5168,1.7879,10.1624,9.5646,1.917545542,2.537427049,107.7
19-Oct-00,1,1.185395922,0.691371681,1.5114,1.7843,10.0644,9.4937,1.917545542,2.527167046,108.45
20-Oct-00,1,1.187507422,0.689084895,1.5114,1.7819,10.0977,9.4611,1.89000189,2.483238143,108.85
23-Oct-00,1,1.197031362,0.687899842,1.5108,1.7977,10.1393,9.5074,1.900418092,2.499375156,108.24
24-Oct-00,1,1.196315349,0.689655172,1.516,1.7983,10.1225,9.4921,1.907668829,2.487562189,107.75
25-Oct-00,1,1.208897485,0.698324022,1.5172,1.8215,10.2633,9.5845,1.922337562,2.505637685,108.22
26-Oct-00,1,1.204383958,0.696184907,1.5257,1.8197,10.2559,9.5644,1.916810427,2.48818114,108.34
27-Oct-00,1,1.191469081,0.687285223,1.5291,1.8057,10.0977,9.4407,1.910219675,2.481389578,108.65
30-Oct-00,1,1.188919272,0.68998827,1.5313,1.8087,10.1112,9.401,1.91424196,2.487562189,108.98
31-Oct-00,1,1.177995052,0.690750846,1.5237,1.7973,9.9915,9.274,1.928640309,2.53871541,108.84
01-Nov-00,1,1.16117046,0.688895012,1.5341,1.776,9.8448,9.1926,1.904399162,2.508780733,108.17
02-Nov-00,1,1.164958062,0.692856648,1.5313,1.7783,9.8981,9.2353,1.91791331,2.510040161,108.22
03-Nov-00,1,1.153934918,0.690369348,1.5327,1.7563,9.8616,9.1805,1.900057002,2.506893958,107.08
06-Nov-00,1,1.15942029,0.700721743,1.531,1.7661,9.949,9.2425,1.895734597,2.51319427,107.44
07-Nov-00,1,1.162790698,0.697690644,1.534,1.7686,9.9587,9.2446,1.89107413,2.50501002,107.07
08-Nov-00,1,1.168907072,0.702641934,1.5422,1.7751,10.0144,9.2923,1.898253607,2.514458134,107.25
09-Nov-00,1,1.153934918,0.697690644,1.5495,1.7535,9.921,9.198,1.896094046,2.501876407,107.44
10-Nov-00,1,1.163331782,0.701557458,1.5424,1.7718,9.9989,9.2968,1.925298421,2.5335698,107.87
13-Nov-00,1,1.166725003,0.695458655,1.545,1.7741,10.0832,9.3195,1.923446817,2.5335698,107.69
14-Nov-00,1,1.166044776,0.698958552,1.5458,1.775,10.0688,9.3732,1.92566917,2.522068096,108.17
15-Nov-00,1,1.166180758,0.700819959,1.5526,1.7798,10.0891,9.3707,1.920122888,2.511931675,108.78
16-Nov-00,1,1.172058134,0.701508243,1.5557,1.7871,10.1356,9.3746,1.920491646,2.490660025,108.94
17-Nov-00,1,1.179523473,0.702888873,1.5567,1.7995,10.1932,9.4119,1.927525058,2.496255617,108.77
20-Nov-00,1,1.174536058,0.702247191,1.5571,1.7935,10.18,9.4081,1.945146859,2.528445006,109.88
21-Nov-00,1,1.184834123,0.705218618,1.5518,1.8036,10.31,9.506,1.963093836,2.554278416,110.07
22-Nov-00,1,1.182452406,0.71063104,1.5455,1.8006,10.267,9.4836,1.90077932,2.490660025,110.15
23-Nov-00,1,1.191469081,0.714438808,1.5443,1.8135,10.3538,9.5425,1.914975105,2.498126405,110.22
24-Nov-00,1,1.193317422,0.714591968,1.5387,1.8077,10.356,9.5674,1.910219675,2.500625156,111.28
27-Nov-00,1,1.172470395,0.705417607,1.536,1.7747,10.1824,9.4086,1.902587519,2.463054187,110.57
28-Nov-00,1,1.16836079,0.705318098,1.537,1.7641,10.1391,9.3703,1.91424196,2.477700694,110.17
29-Nov-00,1,1.165772907,0.703135986,1.5438,1.7601,10.1282,9.376,1.914975105,2.474634991,111.24
30-Nov-00,1,1.145606599,0.701705143,1.537,1.729,10.0071,9.2669,1.894657067,2.426595487,110.38
01-Dec-00,1,1.136492783,0.693337031,1.5466,1.7221,9.8533,9.2198,1.858045336,2.394636015,111.29
04-Dec-00,1,1.129050469,0.688895012,1.5439,1.7022,9.7159,9.1973,1.840603718,2.360160491,111.12
05-Dec-00,1,1.136492783,0.69827526,1.5431,1.715,9.7293,9.1889,1.853911754,2.377555873,111.16
06-Dec-00,1,1.121076233,0.692568737,1.528,1.6979,9.5705,9.0439,1.822489521,2.335902826,110.19
07-Dec-00,1,1.125492403,0.69213732,1.5297,1.7,9.7161,9.1186,1.829156759,2.341372044,110.53
08-Dec-00,1,1.125112511,0.68880011,1.5159,1.7011,9.7026,9.111,1.822157434,2.340276153,111.04
11-Dec-00,1,1.138563133,0.686436024,1.5267,1.7095,9.7179,9.2086,1.848428835,2.366303833,110.79
12-Dec-00,1,1.137138958,0.69032169,1.5272,1.7126,9.7015,9.1885,1.84501845,2.366303833,111.44
13-Dec-00,1,1.140250855,0.686766019,1.52,1.7148,9.7648,9.2484,1.846381093,2.366303833,112.27
14-Dec-00,1,1.120699316,0.678748388,1.517,1.6877,9.6029,9.1093,1.839587932,2.345765893,111.91
15-Dec-00,1,1.115324559,0.677644508,1.5205,1.6821,9.6296,9.0593,1.832844575,2.358490566,112.58
18-Dec-00,1,1.116071429,0.677598591,1.5249,1.6798,9.6478,9.0301,1.843657817,2.321262767,112.24
19-Dec-00,1,1.116944041,0.680549884,1.5234,1.6817,9.747,9.0462,1.823486506,2.319109462,112.41
20-Dec-00,1,1.099747058,0.677414984,1.5217,1.6708,9.5971,8.9811,1.807011203,2.274277917,112.77
21-Dec-00,1,1.090988436,0.678656261,1.5213,1.6601,9.5756,8.9438,1.803101334,2.281021898,112.27
22-Dec-00,1,1.083188908,0.677277345,1.5171,1.6445,9.5889,8.8342,1.796945193,2.263980077,112.88
25-Dec-00,1,1.080263584,0.675812665,1.5173,1.6459,9.5765,8.8445,1.795977011,2.268088002,112.95
26-Dec-00,1,1.074922068,0.674354306,1.5107,1.6301,9.4988,8.8,1.791151711,2.262443439,113.57
27-Dec-00,1,1.073883162,0.66822586,1.511,1.6355,9.5522,8.8765,1.787629603,2.247696111,114.14
28-Dec-00,1,1.075731497,0.669702652,1.5002,1.634,9.531,8.8895,1.804077215,2.272727273,114.33
29-Dec-00,1,1.060782858,0.669792364,1.4991,1.6111,9.4158,8.8031,1.789549034,2.253775073,114.41
01-Jan-01,1,1.061233153,0.668493883,1.4979,1.6105,9.4108,8.7925,1.788588803,2.251238181,114.36
02-Jan-01,1,1.050751287,0.665513111,1.4933,1.5983,9.3957,8.7257,1.778410101,2.239641657,114.36
03-Jan-01,1,1.077586207,0.671411307,1.4978,1.6315,9.5826,8.9351,1.79662235,2.27998176,113.58
04-Jan-01,1,1.053185887,0.666266907,1.499,1.6037,9.3611,8.7164,1.76584849,2.243158367,115.55
05-Jan-01,1,1.044932079,0.664982045,1.4988,1.598,9.313,8.6434,1.74855744,2.207505519,116.53
08-Jan-01,1,1.056300834,0.668449198,1.4937,1.6099,9.4327,8.7562,1.762425097,2.214348981,116.16
09-Jan-01,1,1.05999576,0.671862403,1.4935,1.6143,9.4585,8.7403,1.774622893,2.231644722,116.88
10-Jan-01,1,1.067235859,0.672630659,1.5025,1.6295,9.4555,8.7455,1.806032147,2.252759631,116.43
11-Jan-01,1,1.050530518,0.667200427,1.4945,1.6131,9.305,8.5979,1.784758165,2.216312057,117.81
12-Jan-01,1,1.051193104,0.676315434,1.4991,1.6189,9.3101,8.6406,1.794365692,2.238638908,118.55
15-Jan-01,1,1.061571125,0.67691058,1.5009,1.6352,9.4374,8.7241,1.804728388,2.263467632,118.99
16-Jan-01,1,1.060782858,0.679347826,1.506,1.6335,9.459,8.7172,1.799532122,2.247696111,117.72
17-Jan-01,1,1.068604403,0.678702321,1.5117,1.6428,9.5145,8.7544,1.807664497,2.246686138,118.88
18-Jan-01,1,1.060445387,0.67902492,1.5121,1.6201,9.4581,8.7182,1.790510295,2.224694105,118.14
19-Jan-01,1,1.070434596,0.683620454,1.5113,1.6381,9.4898,8.7897,1.797591228,2.236135957,117.18
22-Jan-01,1,1.065303079,0.682407534,1.5017,1.6315,9.5181,8.7685,1.798561151,2.23015165,116.41
23-Jan-01,1,1.068604403,0.680874243,1.5107,1.6371,9.5382,8.8275,1.813894431,2.243158367,116.73
24-Jan-01,1,1.082719792,0.68747422,1.5125,1.6569,9.655,8.9106,1.839249586,2.286236854,117.73
25-Jan-01,1,1.081782778,0.685307018,1.5067,1.6518,9.6488,8.8884,1.829491401,2.286236854,116.79
26-Jan-01,1,1.081782778,0.687096331,1.5043,1.651,9.6051,8.884,1.837559721,2.295157218,117.18
29-Jan-01,1,1.090274749,0.685824018,1.5016,1.6573,9.6325,8.9361,1.839587932,2.304147465,116.76
30-Jan-01,1,1.078981442,0.683760684,1.5038,1.6466,9.5319,8.8378,1.826484018,2.267573696,115.86
31-Jan-01,1,1.067691651,0.682780281,1.4978,1.6354,9.4679,8.7771,1.816200509,2.252759631,116.57
01-Feb-01,1,1.065189604,0.676773146,1.4943,1.6333,9.4799,8.7472,1.807991322,2.233638597,115.59
02-Feb-01,1,1.067919692,0.679948324,1.4967,1.6446,9.5159,8.7529,1.808318264,2.243661656,115.75
05-Feb-01,1,1.066666667,0.678380028,1.5064,1.6397,9.5257,8.7303,1.817190623,2.258866049,114.77
06-Feb-01,1,1.074113856,0.685025346,1.51,1.6541,9.5659,8.7815,1.821825469,2.26039783,114.78
07-Feb-01,1,1.077005924,0.688847558,1.51,1.6551,9.5655,8.8053,1.830161054,2.259376412,116.23
08-Feb-01,1,1.089918256,0.692281066,1.51,1.671,9.6705,8.888,1.863932898,2.302555837,116.78
09-Feb-01,1,1.082016879,0.692233144,1.5112,1.661,9.682,8.8745,1.863932898,2.29147571,117.5
12-Feb-01,1,1.072731174,0.688468158,1.5218,1.6536,9.6553,8.8133,1.85288123,2.282062985,117.41
13-Feb-01,1,1.086012163,0.688562969,1.522,1.6691,9.8077,8.9295,1.872659176,2.303086135,116.82
14-Feb-01,1,1.089324619,0.687521485,1.5285,1.6708,9.8458,8.953,1.893222264,2.331545815,116.31
15-Feb-01,1,1.104606208,0.690226394,1.5305,1.6918,9.8937,9.0367,1.908761214,2.346316283,115.5
16-Feb-01,1,1.092896175,0.690464683,1.5398,1.677,9.8245,8.9583,1.89107413,2.329373399,115.73
19-Feb-01,1,1.085304971,0.690750846,1.5343,1.6683,9.7699,8.9236,1.886792453,2.323420074,116.03
20-Feb-01,1,1.097213079,0.691180536,1.5395,1.6836,9.8565,9.0036,1.909490166,2.332089552,115.67
21-Feb-01,1,1.098780354,0.693337031,1.5361,1.6867,9.917,9.0475,1.906214258,2.324500232,116.56
22-Feb-01,1,1.106439478,0.691323885,1.5394,1.6935,10.0075,9.1112,1.906941266,2.321262767,117.08
23-Feb-01,1,1.089799477,0.687285223,1.5371,1.6743,9.8702,8.9667,1.899335233,2.297266253,115.8
26-Feb-01,1,1.097694841,0.69213732,1.5278,1.6877,9.9239,9.0261,1.915341889,2.325040688,116.47
27-Feb-01,1,1.089799477,0.692424872,1.5295,1.6785,9.8547,8.9665,1.901863827,2.316960148,116.24
28-Feb-01,1,1.082719792,0.691802145,1.5364,1.6681,9.8054,8.9063,1.900057002,2.322880372,117.37
01-Mar-01,1,1.074806535,0.687049124,1.5473,1.6509,9.6737,8.8287,1.893939394,2.306273063,117.4
02-Mar-01,1,1.068604403,0.68115251,1.5448,1.6454,9.681,8.7885,1.885725061,2.295157218,119.01
05-Mar-01,1,1.076889942,0.681802686,1.5453,1.6527,9.7496,8.8577,1.918649271,2.309468822,119.18
06-Mar-01,1,1.071007818,0.681849175,1.5387,1.6492,9.6622,8.7841,1.923816853,2.314279102,118.75
07-Mar-01,1,1.07584723,0.684181719,1.5499,1.657,9.7469,8.8511,1.957713391,2.360160491,119.88
08-Mar-01,1,1.071811361,0.680503573,1.5467,1.6508,9.7185,8.7937,1.953506544,2.361832782,119.74
09-Mar-01,1,1.072041166,0.680364675,1.5465,1.6525,9.7465,8.7874,1.965022598,2.378686965,119.53
12-Mar-01,1,1.076310408,0.682593857,1.5511,1.6568,9.8777,8.861,1.961938395,2.380952381,120.57
13-Mar-01,1,1.092657343,0.689655172,1.5436,1.6823,10.0022,8.9768,1.986886549,2.394062724,119.69
14-Mar-01,1,1.097213079,0.69170644,1.557,1.6886,10.0773,8.981,2.013287699,2.419549964,121.03
15-Mar-01,1,1.114330287,0.696621386,1.5598,1.714,10.1873,9.1314,2.030044661,2.433090024,122.34
16-Mar-01,1,1.113833816,0.698421567,1.5685,1.7093,10.1964,9.0932,2.023062917,2.408477842,123.03
19-Mar-01,1,1.111234582,0.702000702,1.5663,1.7057,10.1829,9.0241,2.003205128,2.395209581,122.83
20-Mar-01,1,1.099626127,0.696475832,1.5668,1.6883,10.0873,8.9439,1.991635132,2.368545713,122.19
21-Mar-01,1,1.115448968,0.698714366,1.5749,1.7101,10.2864,9.0628,2.026342452,2.417210539,123.49
22-Mar-01,1,1.124606388,0.703432752,1.5693,1.7228,10.3854,9.1049,2.023472278,2.408477842,123.52
23-Mar-01,1,1.123721766,0.701754386,1.5646,1.7208,10.3067,9.0888,2.014504432,2.40442414,122.76
26-Mar-01,1,1.115448968,0.696864111,1.5576,1.714,10.2198,9.0361,1.997203915,2.41662639,122.57
27-Mar-01,1,1.118818528,0.697058413,1.5694,1.7174,10.2004,9.0452,2.004008016,2.418964683,122.25
28-Mar-01,1,1.127904354,0.695410292,1.5651,1.7268,10.3626,9.138,2.025111381,2.435460302,122.38
29-Mar-01,1,1.133658315,0.701114772,1.5721,1.7275,10.39,9.0808,2.026342452,2.443792766,123.67
30-Mar-01,1,1.14064104,0.706164819,1.5757,1.7428,10.4126,9.1743,2.059308072,2.48200546,126.34
02-Apr-01,1,1.137397634,0.704870656,1.5807,1.7355,10.4382,9.1619,2.087682672,2.51698968,126.8
03-Apr-01,1,1.114081996,0.697836706,1.5765,1.7019,10.235,9.0641,2.052123948,2.466699556,125.52
04-Apr-01,1,1.109754744,0.697788012,1.5735,1.6957,10.2496,9.0818,2.044571662,2.457002457,125.33
05-Apr-01,1,1.115075825,0.700525394,1.5738,1.7041,10.1744,9.0625,2.040399918,2.479543764,124.01
06-Apr-01,1,1.105950011,0.694444444,1.5647,1.6916,10.0462,8.969,2.006018054,2.455795678,123.77
09-Apr-01,1,1.115200178,0.692281066,1.5645,1.7035,10.1845,9.0661,2.037074761,2.494387628,125.13
10-Apr-01,1,1.125112511,0.698129014,1.5557,1.7168,10.194,9.0833,2.015722637,2.479543764,124.45
11-Apr-01,1,1.126252956,0.696087986,1.5627,1.7094,10.1353,9.086,1.984914649,2.469135802,124.79
12-Apr-01,1,1.120322653,0.694685655,1.5618,1.7071,10.134,9.0973,1.958863859,2.44977952,123.59
13-Apr-01,1,1.125872551,0.694975328,1.5611,1.7133,10.1795,9.1414,1.969279244,2.455192733,124.2
16-Apr-01,1,1.124732876,0.695797384,1.562,1.7139,10.18,9.1307,1.956564273,2.433682161,124.34
17-Apr-01,1,1.131861913,0.698177756,1.5647,1.728,10.2499,9.1153,1.984914649,2.478314746,123.36
18-Apr-01,1,1.131861913,0.700378204,1.5643,1.7331,10.2373,9.1329,1.985308716,2.473410834,122.05
19-Apr-01,1,1.114206128,0.691228313,1.5482,1.7028,10.034,9.0062,1.938735944,2.433682161,120.94
20-Apr-01,1,1.108401685,0.693866223,1.545,1.695,10.0632,9.0204,1.941747573,2.426006793,122.54
23-Apr-01,1,1.115822361,0.695797384,1.5485,1.7065,10.2024,9.0674,1.972386588,2.429543246,121.25
24-Apr-01,1,1.11831805,0.697252824,1.5457,1.7136,10.2713,9.1113,1.973164957,2.430133657,122.25
25-Apr-01,1,1.114206128,0.693866223,1.5483,1.7069,10.2163,9.1117,1.971997634,2.431906615,122.11
26-Apr-01,1,1.106929378,0.693577473,1.5425,1.703,10.093,9.0303,1.953888238,2.42248062,123.17
27-Apr-01,1,1.121327652,0.696039535,1.5423,1.7243,10.181,9.0872,1.961938395,2.421307506,124
30-Apr-01,1,1.124732876,0.698324022,1.535,1.733,10.2536,9.1032,1.951600312,2.41662639,123.48
01-May-01,1,1.120197155,0.697107006,1.5325,1.7263,10.2063,9.0517,1.933861922,2.388344877,121.98
02-May-01,1,1.118693366,0.697301443,1.5315,1.7263,10.1993,9.0472,1.919754271,2.362390739,121.44
03-May-01,1,1.123721766,0.696572862,1.533,1.733,10.2648,9.0803,1.927525058,2.375296912,121.36
04-May-01,1,1.120448179,0.694782186,1.5352,1.7288,10.1966,9.0498,1.926411096,2.371354043,121.35
07-May-01,1,1.123216893,0.69507194,1.5422,1.7321,10.2422,9.0616,1.93162063,2.376425856,121.13
08-May-01,1,1.129943503,0.70106562,1.5421,1.7421,10.261,9.0665,1.936108422,2.386634845,121.29
09-May-01,1,1.128286133,0.703284338,1.5387,1.7403,10.2627,9.0907,1.902949572,2.340276153,122.27
10-May-01,1,1.134558657,0.70318543,1.5431,1.7425,10.2461,9.1356,1.908761214,2.355157796,122.58
11-May-01,1,1.14246544,0.704721635,1.5505,1.7513,10.2564,9.16,1.916443082,2.366863905,122.51
14-May-01,1,1.144033863,0.704225352,1.5527,1.7517,10.3037,9.1598,1.92566917,2.383222116,123.35
15-May-01,1,1.138303927,0.702000702,1.5453,1.7441,10.268,9.1259,1.914975105,2.387774594,123.32
16-May-01,1,1.132502831,0.698909701,1.5389,1.7349,10.2525,9.0658,1.907304978,2.365744026,123.44
17-May-01,1,1.132759402,0.698324022,1.5355,1.7391,10.2291,9.0666,1.895375284,2.346316283,122.58
18-May-01,1,1.134558657,0.694685655,1.5333,1.7421,10.1973,9.0497,1.886436521,2.334812048,123.5
21-May-01,1,1.140510949,0.694299799,1.537,1.7482,10.2006,9.0624,1.896094046,2.344116268,122.65
22-May-01,1,1.155535013,0.700525394,1.5405,1.7675,10.3702,9.1672,1.910949742,2.356823003,122.89
23-May-01,1,1.16713352,0.704572677,1.5513,1.7802,10.5334,9.2774,1.93498452,2.383222116,120.15
24-May-01,1,1.167406024,0.710227273,1.5459,1.7779,10.5324,9.2293,1.91828122,2.359603587,119.83
25-May-01,1,1.161305307,0.702987698,1.5455,1.7742,10.5118,9.1737,1.921229587,2.357378595,120.65
28-May-01,1,1.162385214,0.704126179,1.5438,1.7772,10.5264,9.1933,1.91828122,2.361832782,121.08
29-May-01,1,1.168907072,0.702592567,1.5343,1.7807,10.5826,9.2483,1.933488012,2.378686965,120.26
30-May-01,1,1.16713352,0.701213099,1.5444,1.7785,10.6025,9.2385,1.949697797,2.396357537,120.35
31-May-01,1,1.183011948,0.705019741,1.538,1.7979,10.7955,9.3658,1.974333662,2.444390125,119.23
01-Jun-01,1,1.179941003,0.705019741,1.5361,1.7951,10.8918,9.4631,1.966568338,2.442002442,119.24
04-Jun-01,1,1.182452406,0.707063565,1.5367,1.795,10.9122,9.4265,1.969279244,2.436053593,119.28
05-Jun-01,1,1.170960187,0.707313623,1.5308,1.7765,10.7797,9.3148,1.960399922,2.430133657,120.24
06-Jun-01,1,1.179523473,0.718081287,1.5239,1.7939,10.9072,9.3713,1.93723363,2.415458937,120.16
07-Jun-01,1,1.175226231,0.718029726,1.5213,1.7911,10.9453,9.3677,1.920491646,2.40442414,120.15
08-Jun-01,1,1.175778954,0.725478816,1.5173,1.793,10.9426,9.3566,1.904761905,2.38492726,120.94
11-Jun-01,1,1.18708452,0.728491295,1.5194,1.8052,11.026,9.426,1.915708812,2.395209581,121.91
12-Jun-01,1,1.171646163,0.727484359,1.5237,1.7883,10.9177,9.371,1.901502187,2.388915432,121.7
13-Jun-01,1,1.169180405,0.718390805,1.5168,1.7871,10.8016,9.3162,1.89107413,2.364625207,122.12
14-Jun-01,1,1.159554731,0.713572142,1.5206,1.7702,10.7099,9.2551,1.895375284,2.393489708,121.34
15-Jun-01,1,1.161440186,0.712707576,1.5238,1.7753,10.6226,9.2523,1.906214258,2.403846154,122.93
18-Jun-01,1,1.161710037,0.711895778,1.5342,1.7782,10.5181,9.176,1.912411551,2.414292612,123.27
19-Jun-01,1,1.170960187,0.713623064,1.5348,1.7896,10.6893,9.1537,1.918649271,2.410800386,122.85
20-Jun-01,1,1.17000117,0.716486351,1.5331,1.7839,10.7024,9.2147,1.925298421,2.41662639,123.83
21-Jun-01,1,1.170138076,0.70651406,1.5232,1.7777,10.7372,9.2106,1.938360147,2.423654872,124.6
22-Jun-01,1,1.166044776,0.707613926,1.522,1.7728,10.6637,9.1972,1.936858416,2.421893921,124.5
25-Jun-01,1,1.164008846,0.707714084,1.5176,1.769,10.6433,9.2287,1.932740626,2.419549964,123.81
26-Jun-01,1,1.158077591,0.706613906,1.5175,1.764,10.6859,9.1543,1.917545542,2.395783421,123.79
27-Jun-01,1,1.163196464,0.705566923,1.5173,1.7661,10.7536,9.2037,1.927525058,2.399232246,124.34
28-Jun-01,1,1.184553423,0.709823964,1.5226,1.8002,10.8935,9.3079,1.97745699,2.457606291,124.78
29-Jun-01,1,1.177856302,0.706563979,1.5143,1.7921,10.8486,9.3247,1.953506544,2.45398773,124.65
02-Jul-01,1,1.179523473,0.705417607,1.5143,1.795,10.96,9.4075,1.954652072,2.455192733,124.12
03-Jul-01,1,1.178689298,0.710530055,1.5113,1.795,10.8641,9.3473,1.933488012,2.453385672,124.4
04-Jul-01,1,1.181614085,0.710732054,1.5113,1.7978,10.8786,9.3727,1.929384526,2.45158127,124.45
05-Jul-01,1,1.195600191,0.712859994,1.5128,1.8181,11.0045,9.4267,1.943256899,2.475860361,125.68
06-Jul-01,1,1.179801793,0.708315625,1.5226,1.7928,10.9339,9.3659,1.964250638,2.467308167,125.87
09-Jul-01,1,1.176470588,0.709975151,1.5213,1.7948,10.9226,9.3067,1.95809673,2.455795678,125.33
10-Jul-01,1,1.169590643,0.708215297,1.5194,1.7789,10.8582,9.2921,1.961938395,2.461841457,125.42
11-Jul-01,1,1.164415463,0.710328172,1.526,1.7675,10.825,9.2871,1.979022363,2.470355731,124.31
12-Jul-01,1,1.171508903,0.710429099,1.529,1.771,10.8276,9.3397,1.976675232,2.463661,123.89
13-Jul-01,1,1.17000117,0.712402935,1.5366,1.7693,10.8034,9.3233,1.967342121,2.457606291,124.94
16-Jul-01,1,1.173433466,0.714540907,1.5376,1.772,10.805,9.3639,1.971220185,2.4600246,125.46
17-Jul-01,1,1.163467132,0.713673994,1.5387,1.7532,10.724,9.31,1.962323391,2.457002457,124.96
18-Jul-01,1,1.144819691,0.703482237,1.5372,1.7217,10.5604,9.1586,1.937984496,2.411963338,123.89
19-Jul-01,1,1.148369316,0.700133025,1.5408,1.7274,10.623,9.1865,1.948937829,2.418964683,123.33
20-Jul-01,1,1.147973826,0.700427261,1.5433,1.7265,10.6539,9.1971,1.97745699,2.4431957,122.98
23-Jul-01,1,1.150747986,0.704126179,1.5444,1.7334,10.7002,9.2083,1.967342121,2.4431957,124.4
24-Jul-01,1,1.144295686,0.703680248,1.5401,1.7232,10.6642,9.1653,1.961168857,2.424830262,124.09
25-Jul-01,1,1.134687394,0.700133025,1.5373,1.7134,10.6043,9.0961,1.967342121,2.427773731,123.53
26-Jul-01,1,1.139341461,0.700378204,1.5334,1.7199,10.5798,9.1067,1.963479285,2.427773731,123.76
27-Jul-01,1,1.139731023,0.702444507,1.5313,1.7202,10.568,9.1125,1.966181675,2.426006793,123.53
30-Jul-01,1,1.143902997,0.701163932,1.5293,1.7271,10.5794,9.1461,1.975113569,2.424830262,125.14
31-Jul-01,1,1.141031492,0.701655908,1.5335,1.7265,10.5804,9.1188,1.960784314,2.417210539,125
01-Aug-01,1,1.13507378,0.697398703,1.5361,1.7129,10.5402,9.0932,1.930129319,2.395783421,124.63
02-Aug-01,1,1.131733816,0.698567936,1.5346,1.709,10.4375,9.0496,1.921229587,2.383222116,123.7
03-Aug-01,1,1.130710086,0.699643182,1.529,1.707,10.3637,9.0315,1.934610176,2.391200383,123.66
06-Aug-01,1,1.134687394,0.705069449,1.5256,1.7102,10.4187,9.0356,1.93236715,2.381519409,123.9
07-Aug-01,1,1.139341461,0.706214689,1.5356,1.7175,10.4374,9.0747,1.939487975,2.390057361,123.54
08-Aug-01,1,1.135847342,0.705716302,1.5344,1.7089,10.4165,9.035,1.92566917,2.359603587,123.61
09-Aug-01,1,1.120699316,0.701557458,1.5391,1.6891,10.2532,8.9674,1.950458358,2.34962406,121.91
10-Aug-01,1,1.119319454,0.702641934,1.539,1.6943,10.263,9.0097,1.949697797,2.349072117,122.01
13-Aug-01,1,1.115448968,0.704572677,1.5384,1.6929,10.2925,9.0219,1.932740626,2.335902826,122.49
14-Aug-01,1,1.107174491,0.699839037,1.536,1.6784,10.2233,8.9562,1.916075877,2.320724066,121.75
15-Aug-01,1,1.094091904,0.694010688,1.5278,1.6617,10.1375,8.893,1.891789633,2.302555837,119.58
16-Aug-01,1,1.097092704,0.692328995,1.5375,1.6672,10.1754,8.8804,1.906941266,2.31000231,120.38
17-Aug-01,1,1.089087345,0.691993634,1.5431,1.6566,10.2096,8.8586,1.866368048,2.276348737,120.24
20-Aug-01,1,1.093613298,0.692616706,1.5449,1.6604,10.3424,8.8914,1.87722921,2.290950745,120.74
21-Aug-01,1,1.089087345,0.687190764,1.548,1.654,10.3248,8.8349,1.866716446,2.273243919,119.65
22-Aug-01,1,1.093613298,0.690226394,1.5419,1.6635,10.3213,8.8687,1.873009927,2.262443439,120.39
23-Aug-01,1,1.092776746,0.690989497,1.5403,1.6614,10.2997,8.8671,1.871607711,2.265005663,119.87
24-Aug-01,1,1.093852549,0.693000693,1.539,1.6648,10.2666,8.8581,1.870557426,2.266545784,120.03
27-Aug-01,1,1.097092704,0.692760651,1.5401,1.6672,10.273,8.868,1.892147588,2.282062985,119.91
28-Aug-01,1,1.095410231,0.688089176,1.5389,1.6627,10.2839,8.8477,1.883948757,2.268602541,120.06
29-Aug-01,1,1.100231049,0.689037415,1.5454,1.6695,10.3941,8.8711,1.889287739,2.274277917,120.13
30-Aug-01,1,1.091583888,0.686059276,1.5449,1.6543,10.3774,8.8036,1.877934272,2.259376412,119.4
31-Aug-01,1,1.096130659,0.687805214,1.5512,1.6618,10.3966,8.8285,1.888217523,2.274277917,118.79
03-Sep-01,1,1.101928375,0.687757909,1.551,1.6707,10.498,8.8205,1.896813354,2.290950745,118.74
04-Sep-01,1,1.124985938,0.69213732,1.558,1.7025,10.6854,8.9248,1.919017463,2.314279102,119.33
05-Sep-01,1,1.128031585,0.686106346,1.5566,1.706,10.6463,8.9468,1.921229587,2.313743637,120.67
