Dates,US,EE,BP,CD,SF,SK,NIB,AU,NZ,JY
02-Oct-00,6.80438,4.98875,6.17813,5.84167,3.57,,7.41,6.52531,,0.54
03-Oct-00,6.8025,4.97875,6.17594,5.84333,3.57333,,7.41,6.5225,,0.53875
04-Oct-00,6.8025,4.97875,6.18188,5.84333,3.55333,,7.41,6.45406,,0.54
05-Oct-00,6.8025,4.98,6.18,5.84,3.54667,,7.46,6.40906,,0.5375
06-Oct-00,6.8025,5.02,6.17656,5.84,3.55,,7.46,6.39906,,0.52875
09-Oct-00,6.8,5.02,6.17531,5.84333,3.545,,7.46,6.375,,0.52625
10-Oct-00,6.80188,5.01938,6.17781,5.84167,3.54333,,7.5,6.41188,,0.5225
11-Oct-00,6.79875,5.00313,6.17781,5.84,3.54,,7.57,6.42125,,0.52125
12-Oct-00,6.79813,5.00313,6.17969,5.84,3.54,,7.61,6.41688,,0.52
13-Oct-00,6.77063,4.99,6.16453,5.82833,3.51833,,7.59,6.38125,,0.5175
16-Oct-00,6.77375,5.00813,6.165,5.835,3.52833,,7.6,6.39781,,0.5175
17-Oct-00,6.77,5.0175,6.165,5.83833,3.52667,,7.57,6.41656,,0.5175
18-Oct-00,6.76,5.015,6.15781,5.835,3.49833,,7.57,6.39656,,0.51
19-Oct-00,6.76,5.02938,6.15156,5.835,3.495,,7.56,6.3875,,0.51125
20-Oct-00,6.76125,5.04,6.15016,5.83333,3.5,,7.6,6.38125,,0.5125
23-Oct-00,6.76,5.06313,6.1475,5.83167,3.51,,7.6,6.38,,0.51375
24-Oct-00,6.76,5.0925,6.14625,5.835,3.505,,7.53,6.3475,,0.51375
25-Oct-00,6.76,5.09813,6.1475,5.835,3.50167,,7.49,6.33344,,0.51375
26-Oct-00,6.75875,5.1225,6.145,5.835,3.50333,,7.5,6.355,,0.5175
27-Oct-00,6.7575,5.12625,6.14625,5.84333,3.51833,,7.51,6.34,,0.51625
30-Oct-00,6.75875,5.1325,6.145,5.84167,3.525,,7.51,6.36375,,0.5225
31-Oct-00,6.76,5.1375,6.14563,5.84167,3.49167,,7.5,6.3775,,0.5225
01-Nov-00,6.75875,5.13563,6.14625,5.845,3.50167,,7.49,6.38,,0.525
02-Nov-00,6.75125,5.1275,6.13,5.84333,3.5,,7.43,6.3675,,0.5325
03-Nov-00,6.75063,5.12188,6.12625,5.845,3.505,,7.46,6.38156,,0.52813
06-Nov-00,6.75375,5.12,6.12063,5.85,3.505,,7.45,6.37125,,0.53125
07-Nov-00,6.75813,5.12,6.115,5.85667,3.50167,,7.43,6.365,,0.535
08-Nov-00,6.75938,5.12,6.11375,5.85833,3.495,,7.42,6.31313,,0.54125
09-Nov-00,6.76,5.12,6.115,5.86333,3.515,,7.43,6.29031,,0.54375
10-Nov-00,6.76,5.10875,6.1125,5.86833,3.49833,,7.43,6.28031,,0.56
13-Nov-00,6.75938,5.10313,6.10875,5.87,3.49,,7.46,6.2675,,0.56625
14-Nov-00,6.75813,5.08813,6.1,5.87167,3.47667,,7.46,6.265,,0.5725
15-Nov-00,6.7575,5.08125,6.0875,5.87167,3.475,,7.44,6.26281,,0.5675
16-Nov-00,6.75875,5.075,6.06438,5.87333,3.48833,,7.46,6.26531,,0.5675
17-Nov-00,6.75063,5.0575,6.06156,5.87333,3.51,,7.44,6.265,,0.5625
20-Nov-00,6.75313,5.0575,6.06063,5.87667,3.515,,7.41,6.26,,0.56125
21-Nov-00,6.75063,5.0675,6.06469,5.87833,3.51333,,7.39,6.255,,0.56
22-Nov-00,6.75063,5.07,6.06063,5.875,3.52167,,7.41,6.2575,,0.5575
23-Nov-00,6.75,5.06875,6.06,5.86667,3.56,,7.42,6.255,,0.55625
24-Nov-00,6.74875,5.07,6.05875,5.86667,3.56333,,7.39,6.2575,,0.56125
27-Nov-00,6.74875,5.0775,6.05875,5.865,3.565,,7.4,6.2525,,0.55875
28-Nov-00,6.74875,5.07,6.0525,5.85333,3.555,,7.44,6.25,,0.56
29-Nov-00,6.73625,5.07,6.04563,5.845,3.52333,,7.44,6.24,,0.55375
30-Nov-00,6.715,5.0475,6.03531,5.83667,3.47833,,7.41,6.24,,0.5575
01-Dec-00,6.68625,5.01625,6.03031,5.81167,3.46,,7.39,6.24,,0.5675
04-Dec-00,6.68375,5.00625,6.01875,5.81667,3.46167,,7.4,6.21469,,0.57
05-Dec-00,6.6775,5.00188,6.00875,5.81833,3.48833,,7.4,6.19188,,0.57
06-Dec-00,6.6175,4.96625,5.98625,5.77167,3.46,,7.38,6.16688,,0.5775
07-Dec-00,6.5775,4.94938,5.98875,5.75,3.455,,7.34,6.12625,,0.58375
08-Dec-00,6.57,4.95325,5.99,5.75,3.435,,7.35,6.15156,,0.6275
11-Dec-00,6.58,4.96563,5.99125,5.75,3.44167,,7.35,6.17375,,0.69375
12-Dec-00,6.58,4.96438,5.99,5.75,3.435,,7.37,6.19156,,0.62125
13-Dec-00,6.58,4.96375,5.98875,5.75,3.40167,,7.37,6.18938,,0.60375
14-Dec-00,6.5475,4.95,5.9925,5.74167,3.37333,,7.37,6.21938,,0.65
15-Dec-00,6.54938,4.94375,6,5.74667,3.355,,7.39,6.21438,,0.65375
18-Dec-00,6.53625,4.9275,5.99625,5.75,3.365,,7.4,6.18875,,0.66375
19-Dec-00,6.52,4.9125,5.99375,5.75167,3.375,,7.38,6.19688,,0.65125
20-Dec-00,6.5,4.895,5.9575,5.75,3.42833,,7.38,6.18625,,0.65
21-Dec-00,6.46375,4.8875,5.85047,5.72667,3.395,,7.52,6.18688,,0.63125
22-Dec-00,6.45,4.87813,5.86438,5.72,3.405,,7.55,6.17938,,0.64125
25-Dec-00,6.45,4.87813,5.86438,5.72,3.405,,7.55,6.17938,,0.64125
26-Dec-00,6.45,4.87813,5.86438,5.72,3.405,,7.55,6.17938,,0.64125
27-Dec-00,6.43813,4.87875,5.88953,5.72,3.41667,,7.61,6.16938,,0.6775
28-Dec-00,6.40125,4.86,5.89828,5.72,3.38167,,7.54,6.12781,,0.54375
29-Dec-00,6.39875,4.85438,5.89906,5.71667,3.37,,7.53,6.13625,,0.545
01-Jan-01,6.39875,4.85438,5.89906,5.71667,3.37,,7.53,6.13625,,0.545
02-Jan-01,6.37125,4.8325,5.90531,5.695,3.34833,,7.5,6.09969,,0.5375
03-Jan-01,6.28625,4.80125,5.90328,5.65333,3.32333,,7.5,6.05063,,0.54125
04-Jan-01,5.86625,4.735,5.84922,5.4,3.305,,7.46,5.91688,,0.56
05-Jan-01,5.695,4.6975,5.82156,5.37667,3.35333,,7.47,5.8725,,0.56375
08-Jan-01,5.61625,4.68438,5.80016,5.37667,3.32167,,7.39,5.87,,0.56
09-Jan-01,5.62375,4.71188,5.80531,5.40167,3.38667,,7.38,5.87125,,0.53125
10-Jan-01,5.65,4.77188,5.82406,5.42667,3.39833,,7.34,5.87625,,0.51125
11-Jan-01,5.67625,4.79313,5.8275,5.42833,3.35833,,7.39,5.8875,,0.485
12-Jan-01,5.67875,4.79875,5.88375,5.42833,3.41667,,7.42,5.90406,,0.49
15-Jan-01,5.74125,4.81188,5.87563,5.46833,3.425,,7.44,5.9275,,0.48125
16-Jan-01,5.73875,4.79875,5.87438,5.47667,3.41167,,7.45,5.91406,,0.48875
17-Jan-01,5.73875,4.79188,5.87188,5.49167,3.40833,,7.45,5.93125,,0.485
18-Jan-01,5.64875,4.77375,5.86172,5.49,3.40167,,7.41,5.89531,,0.48375
19-Jan-01,5.61125,4.7575,5.86188,5.49167,3.41833,,7.41,5.9,,0.47375
22-Jan-01,5.58125,4.75625,5.86219,5.475,3.43,,7.41,5.89375,,0.49
23-Jan-01,5.5725,4.7525,5.84672,5.475,3.44833,,7.42,5.895,,0.46875
24-Jan-01,5.61,4.76438,5.82781,5.435,3.43833,,7.39,5.80344,,0.47375
25-Jan-01,5.5975,4.7675,5.82906,5.43333,3.45167,,7.34,5.7575,,0.465
26-Jan-01,5.5675,4.78063,5.81688,5.43,3.435,,7.36,5.755,,0.4675
29-Jan-01,5.5425,4.78313,5.80781,5.43167,3.44,,7.35,5.755,,0.4725
30-Jan-01,5.525,4.78,5.80375,5.42833,3.45667,,7.32,5.7525,,0.47
31-Jan-01,5.42125,4.74188,5.79406,5.35833,3.42,,7.37,5.66156,,0.475
01-Feb-01,5.39,4.71313,5.78906,5.29167,3.39833,,7.37,5.62875,,0.48125
02-Feb-01,5.3975,4.7225,5.7925,5.28333,3.42333,,7.38,5.5925,,0.4825
05-Feb-01,5.41,4.72725,5.80313,5.28,3.42667,,7.36,5.56313,,0.475
06-Feb-01,5.41,4.72625,5.8,5.28333,3.4575,,7.32,5.56563,,0.475
07-Feb-01,5.41,4.72688,5.7975,5.28,3.48833,,7.31,5.56,,0.46375
08-Feb-01,5.40875,4.72875,5.7975,5.275,3.49833,,7.28,5.57,,0.45625
09-Feb-01,5.41,4.73,5.78391,5.275,3.505,,7.26,5.57,,0.41375
12-Feb-01,5.3875,4.73488,5.77891,5.27,3.495,,7.3,5.55313,,0.42625
13-Feb-01,5.38875,4.7305,5.75625,5.27167,3.47667,,7.34,5.53031,,0.405
14-Feb-01,5.4,4.74,5.75625,5.27833,3.475,,7.3,5.5525,,0.39
15-Feb-01,5.4125,4.74875,5.76875,5.29167,3.46833,,7.28,5.585,,0.39125
16-Feb-01,5.41,4.75,5.76875,5.28,3.49333,,7.28,5.55813,,0.38625
19-Feb-01,5.38313,4.76,5.7575,5.265,3.51167,,7.31,5.5475,,0.385
20-Feb-01,5.38,4.77875,5.75875,5.24333,3.51,,7.28,5.54063,,0.38625
21-Feb-01,5.37,4.78563,5.745,5.235,3.515,,7.3,5.5425,,0.385
22-Feb-01,5.345,4.8,5.72484,5.20667,3.51833,,7.28,5.5125,,0.37875
23-Feb-01,5.3,4.80938,5.71734,5.18,3.49833,,7.35,5.51781,,0.37
26-Feb-01,5.19375,4.80875,5.6975,5.135,3.5,,7.33,5.46719,,0.365
27-Feb-01,5.10375,4.8075,5.69063,5.06667,3.47667,,7.38,5.42188,,0.35625
28-Feb-01,5.0525,4.76875,5.64688,5.03,3.42833,,7.37,5.38125,,0.29625
01-Mar-01,5.08875,4.75375,5.65203,5.06,3.41667,,7.39,5.40406,,0.27
02-Mar-01,5.0825,4.7575,5.64828,5.06,3.42333,,7.41,5.39156,,0.26
05-Mar-01,5.08,4.75375,5.63938,5.05833,3.425,,7.38,5.31313,,0.2525
06-Mar-01,5.09,4.77,5.63563,5.05188,3.44667,,7.38,5.2775,,0.24625
07-Mar-01,5.07375,4.77375,5.63625,4.93167,3.44667,,7.37,5.18375,,0.24
08-Mar-01,5.06,4.775,5.62938,4.90333,3.45333,,7.4,5.15156,,0.23875
09-Mar-01,5.04,4.7775,5.61938,4.89,3.46667,,7.41,5.13125,,0.2375
12-Mar-01,5.0575,4.78188,5.615,4.87833,3.48833,,7.37,5.0975,,0.23375
13-Mar-01,5.03375,4.78188,5.59172,4.85,3.43167,,7.34,5.07313,,0.22875
14-Mar-01,5.02,4.78188,5.55797,4.84333,3.425,,7.33,5.03281,,0.2225
15-Mar-01,4.9425,4.76563,5.49625,4.76333,3.41333,,7.38,5.015,,0.21125
16-Mar-01,4.9,4.765,5.4875,4.735,3.42167,,7.38,4.98969,,0.185
19-Mar-01,4.88,4.76688,5.48625,4.71333,3.44167,,7.4,4.9525,,0.14625
20-Mar-01,4.88625,4.76563,5.49875,4.70167,3.45,,7.42,4.95719,,0.1575
21-Mar-01,4.87,4.7425,5.50125,4.67,3.43833,,7.4,4.94438,,0.155
22-Mar-01,4.85625,4.63625,5.49375,4.65,3.43667,,7.4,4.9425,,0.1525
23-Mar-01,4.86,4.56938,5.47219,4.65,3.325,,7.39,4.96969,,0.15
26-Mar-01,4.86875,4.56438,5.46969,4.65,3.33167,,7.38,5.0075,,0.14625
27-Mar-01,4.86,4.5575,5.47188,4.64667,3.325,,7.41,5.005,,0.145
28-Mar-01,4.9025,4.56313,5.49875,4.68667,3.34667,,7.42,5.06125,,0.13625
29-Mar-01,4.87625,4.54875,5.5,4.68667,3.35,,7.41,5.02,,0.1275
30-Mar-01,4.87875,4.56063,5.52641,4.75667,3.325,,7.39,4.9525,,0.1275
02-Apr-01,4.84,4.5675,5.5,4.75,3.305,,7.37,4.9225,,0.13
03-Apr-01,4.84625,4.58063,5.5,4.75,3.285,,7.36,4.89531,,0.125
04-Apr-01,4.81,4.565,5.47359,4.74333,3.3,,7.37,4.7875,,0.1175
05-Apr-01,4.80375,4.56813,5.46234,4.72667,3.315,,7.45,4.855,,0.115
06-Apr-01,4.80625,4.56875,5.44156,4.71,3.32333,,7.43,4.8625,,0.115
09-Apr-01,4.74125,4.55313,5.43281,4.65333,3.305,,7.43,4.82063,,0.11125
10-Apr-01,4.74,4.55925,5.41656,4.64167,3.30667,,7.43,4.81313,,0.11125
11-Apr-01,4.76,4.58063,5.37359,4.635,3.28167,,7.42,4.81313,,0.105
12-Apr-01,4.77875,4.7375,5.40031,4.645,3.29667,,7.42,4.82813,,0.10125
13-Apr-01,4.77875,4.7375,5.40031,4.645,3.29667,,7.42,4.82813,,0.10125
16-Apr-01,4.77875,4.7375,5.40031,4.645,3.29667,,7.42,4.82813,,0.10125
17-Apr-01,4.80875,4.76375,5.44563,4.63667,3.28667,,7.4,4.84094,,0.0975
18-Apr-01,4.8275,4.77063,5.44438,4.68333,3.26667,,7.46,4.84344,,0.095
19-Apr-01,4.41,4.68625,5.35094,4.51333,3.20833,,7.48,4.59844,,0.09125
20-Apr-01,4.4175,4.75375,5.35266,4.5,3.21833,,7.56,4.615,,0.08625
23-Apr-01,4.38375,4.75,5.35422,4.49667,3.2,,7.54,4.62375,,0.08375
24-Apr-01,4.36,4.78,5.36375,4.485,3.18167,,7.57,4.66938,,0.08375
25-Apr-01,4.34,4.775,5.35875,4.48,3.14667,,7.59,4.65656,,0.08
26-Apr-01,4.34,4.77313,5.34547,4.49667,3.16333,,7.59,4.70469,,0.08
27-Apr-01,4.31375,4.7625,5.33672,4.48333,3.16667,,7.57,4.71219,,0.08
30-Apr-01,4.33625,4.81,5.34047,4.5,3.175,,7.55,4.765,,0.0825
01-May-01,4.34,4.81938,5.34688,4.5,3.17833,,7.55,4.75,,0.08
02-May-01,4.3075,4.81688,5.32938,4.5,3.18667,,7.53,4.81813,,0.07875
03-May-01,4.29875,4.8175,5.32781,4.5,3.14,,7.58,4.82313,,0.08
04-May-01,4.27,4.81375,5.31313,4.5,3.13833,,7.56,4.81563,,0.08
07-May-01,4.27,4.80625,5.31313,4.5,3.13833,,7.51,4.81563,,0.08
08-May-01,4.09875,4.795,5.24875,4.39667,3.13833,,7.5,4.70969,,0.07813
09-May-01,4.085,4.79188,5.23875,4.395,3.15833,,7.46,4.7025,,0.07875
10-May-01,4.06,4.7625,5.20609,4.385,3.14667,,7.5,4.69188,,0.07875
11-May-01,4.07,4.55625,5.21953,4.385,3.10833,,7.45,4.80625,,0.07875
14-May-01,4.12125,4.5675,5.2325,4.45667,3.14333,,7.42,4.87625,,0.0775
15-May-01,4.10313,4.56813,5.23625,4.46,3.14333,,7.36,4.87625,,0.0775
16-May-01,4.03,4.56438,5.22836,4.415,3.12,,7.41,4.85,,0.075
17-May-01,4.04,4.56063,5.20984,4.4,3.12333,,7.41,4.86625,,0.075
18-May-01,4.055,4.55688,5.21578,4.47333,3.155,,7.47,4.88375,,0.07375
21-May-01,4.07625,4.55438,5.22375,4.485,3.19667,,7.46,4.91406,,0.0725
22-May-01,4.075,4.55063,5.21719,4.48667,3.19167,,7.43,4.91656,,0.07125
23-May-01,4.07,4.56125,5.21344,4.475,3.22333,,7.39,4.93438,,0.07
24-May-01,4.05625,4.56,5.20875,4.44833,3.21167,,7.39,4.93438,,0.07
25-May-01,4.03,4.5625,5.22094,4.44333,3.21833,,7.39,4.92188,,0.07
28-May-01,4.03,4.5645,5.22094,4.44333,3.21833,,7.39,4.92188,,0.07
29-May-01,4,4.56,5.2425,4.42833,3.19833,,7.41,4.90156,,0.07
30-May-01,4,4.54,5.25,4.48833,3.19667,,7.4,4.91156,,0.06875
31-May-01,3.99,4.52625,5.25375,4.48667,3.205,,7.37,4.93438,,0.0675
01-Jun-01,3.9425,4.50875,5.2425,4.48333,3.19,,7.34,4.90906,,0.0675
04-Jun-01,3.94,4.48625,5.235,4.48333,3.17667,,7.34,4.85094,,0.06875
05-Jun-01,3.94,4.47625,5.24125,4.485,3.155,,7.31,4.84594,,0.0675
06-Jun-01,3.9275,4.4425,5.24125,4.465,3.14667,,7.36,4.96469,,0.06875
07-Jun-01,3.91813,4.42375,5.24625,4.45333,3.14833,,7.4,4.97719,,0.06875
08-Jun-01,3.91563,4.445,5.245,4.44,3.14333,,7.39,4.985,,0.06875
11-Jun-01,3.91,4.4445,5.24375,4.43333,3.11667,,7.39,4.97719,,0.0675
12-Jun-01,3.89875,4.45238,5.29391,4.42833,3.10667,,7.41,4.9825,,0.06625
13-Jun-01,3.89,4.47063,5.31531,4.43167,3.10667,,7.42,4.9825,,0.065
14-Jun-01,3.8775,4.473,5.29375,4.435,3.23833,,7.46,4.9875,,0.065
15-Jun-01,3.85125,4.46813,5.26625,4.435,3.24333,,7.48,4.97719,,0.0675
18-Jun-01,3.78688,4.46238,5.245,4.45167,3.23667,,7.48,4.94125,,0.06375
19-Jun-01,3.7575,4.45875,5.2475,4.42667,3.235,,7.45,4.92688,,0.065
20-Jun-01,3.75,4.45025,5.25125,4.41333,3.24333,,7.45,4.92875,,0.06813
21-Jun-01,3.73875,4.43038,5.2575,4.40667,3.24833,,7.43,4.93188,,0.07
22-Jun-01,3.73,4.43038,5.25375,4.40167,3.24833,,7.43,4.95188,,0.07
25-Jun-01,3.705,4.4315,5.25375,4.38167,3.23667,,7.45,4.90938,,0.07125
26-Jun-01,3.7,4.4245,5.25125,4.39167,3.245,,7.45,4.895,,0.0725
27-Jun-01,3.71,4.43438,5.25375,4.395,3.25333,,7.49,4.91906,,0.07625
28-Jun-01,3.79,4.4075,5.2575,4.42667,3.23833,,7.43,4.94438,,0.07625
29-Jun-01,3.83625,4.44,5.29391,4.5,3.23667,,7.41,4.945,,0.0775
02-Jul-01,3.83,4.43313,5.28547,4.49167,3.235,,7.37,4.95969,,0.07813
03-Jul-01,3.82,4.4145,5.28797,4.47833,3.22167,,7.37,4.98719,,0.0775
04-Jul-01,3.8275,4.44913,5.29156,4.47833,3.245,,7.39,5,,0.08
05-Jul-01,3.82,4.44513,5.27938,4.47,3.23833,,7.36,5,,0.08
06-Jul-01,3.81,4.47175,5.27375,4.47333,3.23833,,7.36,5,,0.08
09-Jul-01,3.79,4.48063,5.26875,4.405,3.23667,,7.38,5.005,,0.08
10-Jul-01,3.79,4.49675,5.26875,4.39667,3.24167,,7.38,5,,0.08
11-Jul-01,3.76,4.48525,5.25813,4.37667,3.22667,,7.32,5,,0.07875
12-Jul-01,3.77,4.48775,5.25875,4.37167,3.235,,7.34,5.0125,,0.08
13-Jul-01,3.75875,4.48175,5.24625,4.34833,3.23333,,7.37,5.0175,,0.07875
16-Jul-01,3.76,4.48638,5.25125,4.35833,3.235,,7.37,5,,0.08
17-Jul-01,3.76,4.48038,5.2475,4.34833,3.24,,7.36,5.0025,,0.08
18-Jul-01,3.76,4.47975,5.23375,4.32875,3.23167,,7.38,5.0025,,0.08
19-Jul-01,3.71,4.46438,5.22469,4.30333,3.20833,,7.45,4.985,,0.07875
20-Jul-01,3.70875,4.47375,5.23,4.3,3.21333,,7.43,4.9825,,0.07875
23-Jul-01,3.7,4.47175,5.23375,4.29167,3.21167,,7.37,4.995,,0.07688
24-Jul-01,3.7,4.46675,5.2375,4.27167,3.205,,7.34,4.995,,0.07875
25-Jul-01,3.7,4.46638,5.245,4.25667,3.20333,,7.35,5.03313,,0.08
26-Jul-01,3.705,4.4655,5.24625,4.255,3.20833,,7.35,5.03063,,0.08
27-Jul-01,3.69625,4.459,5.24,4.23833,3.21167,,7.35,5.02531,,0.08
30-Jul-01,3.67875,4.4575,5.24125,4.22667,3.19667,,7.35,5.03063,,0.08375
31-Jul-01,3.67,4.44713,5.24625,4.20833,3.19,,7.35,5.03,,0.08563
01-Aug-01,3.65625,4.42738,5.25,4.18667,3.18667,,7.35,5.025,,0.08563
02-Aug-01,3.65,4.41188,5.25,4.185,3.18583,,7.39,5.0075,,0.0875
03-Aug-01,3.65625,4.4335,5.05875,4.18833,3.18833,,7.38,4.9975,,0.085
06-Aug-01,3.65,4.42538,5.03422,4.17833,3.2,,7.38,4.96719,,0.08375
07-Aug-01,3.64375,4.4235,4.9975,4.17333,3.19,,7.35,4.95719,,0.08688
08-Aug-01,3.6375,4.42825,4.9925,4.16333,3.19,,7.32,4.96969,,0.08375
09-Aug-01,3.595,4.4075,4.9575,4.11833,3.16667,,7.32,4.90313,,0.08375
10-Aug-01,3.58875,4.38213,4.9475,4.1,3.17,,7.33,4.93438,,0.08313
13-Aug-01,3.57,4.3565,4.93844,4.09167,3.15333,,7.31,4.94188,,0.0825
14-Aug-01,3.56,4.355,4.93344,4.08667,3.15,,7.29,4.94188,,0.07375
15-Aug-01,3.56,4.35525,4.94875,4.08,3.15,,7.3,4.95,,0.07375
16-Aug-01,3.56125,4.3475,4.96094,4.07833,3.15333,,7.28,4.93938,,0.07125
17-Aug-01,3.5475,4.34,4.96109,4.07167,3.16,,7.27,4.94688,,0.07
20-Aug-01,3.52875,4.33438,4.955,4.04667,3.175,,7.29,4.93625,,0.07125
21-Aug-01,3.5275,4.32,4.95734,4.04833,3.16,,7.3,4.93875,,0.07
22-Aug-01,3.5125,4.31,4.96219,4.01667,3.19167,,7.32,4.90906,,0.07
23-Aug-01,3.5125,4.30913,4.97875,4.01667,3.225,,7.3,4.90563,,0.07
24-Aug-01,3.5175,4.31263,4.99625,4.005,3.22,,7.29,4.90313,,0.07
27-Aug-01,3.5175,4.31063,4.99625,4.005,3.22,,7.29,4.90313,,0.07
28-Aug-01,3.525,4.30375,4.98375,4,3.2,,7.28,4.82406,,0.07
29-Aug-01,3.5,4.28438,4.975,3.97667,3.20667,,7.3,4.8025,,0.07
30-Aug-01,3.49,4.28,4.9525,3.97,3.19833,,7.28,4.7875,,0.06875
31-Aug-01,3.4625,4.25225,4.93375,3.95833,3.15667,,7.26,4.75,,0.06938
03-Sep-01,3.46563,4.2575,4.92594,3.95833,3.12333,,7.23,4.7625,,0.07
04-Sep-01,3.46625,4.26038,4.91406,3.93333,3.13667,,7.23,4.78531,,0.06875
05-Sep-01,3.52,4.2745,4.91703,3.93833,3.18167,,7.22,4.7725,,0.065
06-Sep-01,3.52,4.27625,4.89,3.93333,3.16667,,7.25,4.7625,,0.06313
07-Sep-01,3.48625,4.26238,4.8925,3.90333,3.13167,,7.24,4.75,,0.06125
10-Sep-01,3.36,4.2375,4.87563,3.86667,3.08,,7.23,4.68375,,0.06
11-Sep-01,3.36,4.239,4.88563,3.86833,3.07,,7.22,4.67938,,0.05938
12-Sep-01,3.15625,4.17763,4.80172,3.69167,3.00667,,7.22,4.63938,,0.06
13-Sep-01,3.15,4.16313,4.8025,3.75167,2.97667,,7.27,4.58313,,0.05875
14-Sep-01,3.15,4.15188,4.79641,3.78333,2.97333,,7.36,4.55063,,0.05875
17-Sep-01,3.11,4.1325,4.78031,3.72667,2.945,,7.32,4.515,,0.05875
18-Sep-01,2.965,3.77863,4.72109,3.51333,2.78833,,6.96,4.48,,0.05875
19-Sep-01,2.78313,3.75688,4.67844,3.44333,2.75333,,6.91,4.38781,,0.05813
20-Sep-01,2.6025,3.69625,4.56625,3.31042,2.71833,,7.06,4.3825,,0.05813
21-Sep-01,2.615,3.68725,4.53016,3.29667,2.565,,6.91,4.42406,,0.06125
24-Sep-01,2.6,3.65625,4.53125,3.28833,2.49,,6.87,4.42688,,0.06063
25-Sep-01,2.6,3.64925,4.5125,3.265,2.23833,,6.98,4.43375,,0.06125
26-Sep-01,2.59125,3.64663,4.51625,3.23667,2.25,,7.12,4.36375,,0.06125
27-Sep-01,2.6,3.656,4.525,3.23,2.27,,7.15,4.34594,,0.08563
28-Sep-01,2.59,3.65263,4.52656,3.22833,2.28333,,7.06,4.30813,,0.085
01-Oct-01,2.6,3.65263,4.53781,3.225,2.28833,,6.95,4.3325,,0.085
02-Oct-01,2.5925,3.64925,4.54,3.22,2.27,,6.95,4.30813,,0.085
03-Oct-01,2.5,3.615,4.50625,3.15167,2.21667,,6.93,4.35344,,0.0825
04-Oct-01,2.5,3.59813,4.49875,3.12833,2.18833,,6.92,4.355,,0.08188
05-Oct-01,2.48125,3.55163,4.475,3.11833,2.18,,6.94,4.36,,0.07938
08-Oct-01,2.44,3.55463,4.46484,3.09333,2.13333,,6.98,4.3425,,0.07938
09-Oct-01,2.43125,3.6225,4.44969,3.08167,2.12167,,7.04,4.35375,,0.07938
10-Oct-01,2.43,3.623,4.46609,3.07833,2.14667,,7.03,4.3525,,0.07938
11-Oct-01,2.43,3.61213,4.47,3.06167,2.18,,7.03,4.3525,,0.07688
12-Oct-01,2.45625,3.65263,4.4775,3.075,2.22167,,7.04,4.365,,0.07563
15-Oct-01,2.43125,3.63388,4.47484,3.06167,2.22667,,7.05,4.32844,,0.07563
16-Oct-01,2.42,3.62238,4.4725,3.04333,2.205,,7.04,4.31313,,0.07563
17-Oct-01,2.41,3.64625,4.43844,3.02833,2.225,,7.02,4.30313,,0.07625
18-Oct-01,2.39,3.63038,4.42875,3.01,2.22833,,6.98,4.3,,0.075
19-Oct-01,2.36625,3.60213,4.425,2.97833,2.205,,6.94,4.30813,,0.07563
22-Oct-01,2.3525,3.5785,4.4175,2.96333,2.19833,,6.86,4.31375,,0.075
23-Oct-01,2.35,3.57438,4.42125,2.95833,2.195,,6.81,4.34594,,0.07625
24-Oct-01,2.33,3.575,4.40125,2.685,2.21,,6.83,4.305,,0.07625
25-Oct-01,2.31,3.5625,4.34547,2.65,2.21,,6.79,4.275,,0.07625
26-Oct-01,2.28,3.5775,4.33047,2.62,2.195,,6.79,4.255,,0.07625
29-Oct-01,2.27,3.57138,4.31625,2.59667,2.17,,6.88,4.25,,0.07625
30-Oct-01,2.23,3.55475,4.27,2.53,2.14,,6.91,4.235,,0.07625
31-Oct-01,2.2,3.5225,4.22125,2.48833,2.09,,6.91,4.21469,,0.07625
01-Nov-01,2.21,3.509,4.19625,2.495,2.07,,6.88,4.23,,0.07625
02-Nov-01,2.2,3.495,4.19125,2.5,2.06,,6.9,4.22188,,0.07625
05-Nov-01,2.165,3.49013,4.13438,2.48167,2.055,,6.87,4.18125,,0.0775
06-Nov-01,2.135,3.4675,4.1075,2.43833,2.04167,,6.9,4.17188,,0.07688
07-Nov-01,2,3.3695,4.04781,2.34333,1.94667,,6.86,4.14031,,0.07688
08-Nov-01,1.99875,3.35375,4.05625,2.285,1.92167,,6.85,4.12,,0.07688
09-Nov-01,2.01625,3.34313,3.91125,2.25833,2.01667,,6.85,4.125,,0.07688
12-Nov-01,2.025,3.34625,3.90703,2.25,2.025,,6.93,4.20969,,0.07688
13-Nov-01,2.01125,3.337,3.88625,2.24667,2.02833,,6.93,4.22219,,0.07688
14-Nov-01,2.02125,3.33625,3.91875,2.26333,2.04667,,6.92,4.2475,,0.07688
15-Nov-01,2.1,3.36375,3.94813,2.33833,2.15167,,6.94,4.31813,,0.07688
16-Nov-01,2.13875,3.38413,3.99375,2.425,2.22,,6.93,4.3375,,0.07688
19-Nov-01,2.15,3.3725,3.9875,2.415,2.23333,,6.88,4.31813,,0.0775
20-Nov-01,2.11313,3.34863,3.93719,2.375,2.16667,,6.92,4.28031,,0.07875
21-Nov-01,2.13,3.36263,3.925,2.37833,2.15,,6.89,4.3025,,0.0775
22-Nov-01,2.1625,3.38,3.93938,2.35833,2.12667,,6.9,4.36125,,0.07813
